2024-05-25 00:00:01,430 INFO  | < > | Received ECN4 Bento Service address update 10.234.109.25:13102.
2024-05-25 00:21:26,255 INFO  | < > | tWorkInstruction::changeBin - updating [-1739866592 WI=RDSC/MSKU7589840/FRI000000029.1B2>6I17C2 Move#=1.00000] to [-1739866592 WI=RDSC/MSKU7589840/FRI000000029.1B2>6I17C1 Move#=1.00000]. Client
2024-05-25 00:21:26,257 INFO  | < > | WI UPDATE for MSKU7869162 origin=XDdropFloating planned=VCA029 seq=5 seqInQ=6 moveStage=Carry Underway truckID=528 cheID=0 object=WI=RDSC/MSKU7869162/FRI000000030.1B1>6I17C2 locked=N modified=Server Move#=1.00000
2024-05-25 00:21:26,257 INFO  | < > | { "XDResponse" ["csBinSlot"="6I17C.1"] ["csSlotScore"="0"] ["csAR"="0"] ["csTwinBinSlot"="???"] ["result"=0] }
2024-05-25 00:21:24,316 INFO  | < 23> |  (Skipped 1: Received ECN4 Bento Service address update 10.23)
2024-05-25 00:21:26,255 INFO  | < > | Bento request received:
2024-05-25 00:21:26,257 INFO  | < > |  (Skipped 1: WI UPDATE for MSKU7589840 origin=XDdropFloating planned=VCA029 seq=6 seqInQ=7 moveStage=Carry Underway truckID=535 cheID=0 object=WI=RDSC/MSKU7589840/FRI000000029.1B2>6I17C1 locked=N modified=Decke)
2024-05-25 00:21:26,257 INFO  | < > | Sending response:
2024-05-25 00:21:26,255 INFO  | < > | { "YardControlRequest" ["requestID"="5"] ["cheID"="287"] ["timeFrame"="CURRENT"] ["deckAsTwin"="false"] ["updatePlan"="true"] ["requestName"="DropFloatingPosition"] ["locale"="en_US"] { "container" ["cntrID"="MSKU7589840"] } }
2024-05-25 00:21:26,287 INFO  | < > | DB UPDATE for work.instructions origin=handleWorkExecu user=Server object=WI=RDSC/MSKU7589840/FRI000000029.1B2>6I17C1 Shift Target= Shift Index= Msg Ref= Lane= CL Tier= Carr.Pos=1 Process Order= Move Stage=Carry Underway Move Stage= Fetch= Complete= sq=7
2024-05-25 00:21:24,316 INFO  | < > | Position change for BMOU4510848: (car)>FRI000000010.1B1
2024-05-25 00:21:26,257 INFO  | < > | WI UPDATE for MSKU7589840 origin=XDdropFloating planned=VCA029 seq=6 seqInQ=7 moveStage=Carry Underway truckID=535 cheID=0 object=WI=RDSC/MSKU7589840/FRI000000029.1B2>6I17C1 locked=N modified=Decker Move#=1.00000
2024-05-25 00:21:31,385 INFO  | <  5> |  (Skipped 1: DB UPDATE for work.instructions origin=handleWorkExecu user=Server object=WI=RDSC/MSKU7589840/FRI000000029.1B2>6I17C1 Shift Target= Shift Index= Msg Ref= Lane= CL Tier= Carr.Pos=1 Process Order= Move Stage=Carry Underway Move Stage= Fetch=)
2024-05-25 00:21:31,385 INFO  | < > | Received ECN4 Bento Service address update 10.234.109.25:13102.
2024-05-25 00:21:36,737 INFO  | < > | [10.234.109.28] Memory usage:  25% (514.7 MB of 2048.0 MB)
2024-05-25 00:21:37,911 INFO  | < > | =>doYardControlDeckOnDispatch computed task: JobRefineNone in Imminent timeframe.
2024-05-25 00:21:36,737 INFO  | <  5> |  (Skipped 1: Received ECN4 Bento Service address update 10.23)
2024-05-25 00:21:37,906 INFO  | < > | Bento request received:
2024-05-25 00:21:37,906 INFO  | < > | { "YardControlRequest" ["requestID"="4"] ["cheID"="291"] ["timeFrame"="UNKNOWN"] ["deckAsTwin"="false"] ["updatePlan"="true"] ["requestName"="DeckOnDispatch"] ["locale"="en_GB"] { "container" ["cntrID"="SUDU6902589"] } }
2024-05-25 00:21:37,911 INFO  | < > | Sending response:
2024-05-25 00:21:37,939 INFO  | < > | DB UPDATE for work.instructions origin=handleWorkExecu user=Server object=WI=YARD/SUDU6902589/4B278C1>CIC Shift Target= Shift Index= Msg Ref= Lane= CL Tier= Carr.Pos=0 Process Order= Move Stage=Planned Move Stage= Fetch= Carry Strt= Dispatch=SA0011 sq=8
2024-05-25 00:21:37,911 INFO  | < > | { "XDResponse" ["csBinSlot"="CIC"] ["csSlotScore"="0"] ["csAR"="0"] ["csTwinBinSlot"="???"] ["DeckingResult"=true] ["result"=0] }
2024-05-25 00:21:37,998 INFO  | < > | DB UPDATE for work.instructions origin=handleWorkExecu user=Server object=WI=YARD/SUDU6902589/4B278C1>CIC Shift Target= Shift Index= Msg Ref= Lane= CL Tier= Carr.Pos=0 Process Order= Move Stage=Planned Move Stage= Fetch= Carry Strt= Dispatch=SA0021 sq=8
2024-05-25 00:21:37,911 INFO  | < > | External XD Request: duration 0 milliseconds
2024-05-25 00:21:39,266 INFO  | < > | EXECUTED  YMF CCO CIC user Decker @IP = 10.234.109.28. 
2024-05-25 00:21:39,134 INFO  | < > | EXECUTED  YMF CCO 7K user Decker @IP = 10.234.109.28. 
2024-05-25 00:21:39,390 INFO  | < > | EXECUTED  YMF CCO CIB user Decker @IP = 10.234.109.28. 
2024-05-25 00:21:42,939 INFO  | < > | DB UPDATE for work.instructions origin=handleWorkExecu user=Server object=WI=YARD/CAIU3255650/CIC>4E187D3 Shift Target= Shift Index= Msg Ref= Lane= CL Tier= Carr.Pos=1 Process Order= Move Stage=Planned Move Stage= Fetch= Carry Strt= Dispatch=SA0021 sq=2
2024-05-25 00:21:42,937 INFO  | < > | DB UPDATE for work.instructions origin=handleWorkExecu user=Server object=WI=YARD/CAIU3255650/CIC>4E187D3 Shift Target= Shift Index= Msg Ref= Lane= CL Tier= Carr.Pos=1 Process Order= Move Stage=Planned Move Stage= Fetch= Carry Strt= Dispatch=SA0020 sq=2
2024-05-25 00:21:42,982 INFO  | < > | DB UPDATE for work.instructions origin=handleWorkExecu user=Server object=WI=YARD/CAIU3255650/CIC>4E187D3 Shift Target= Shift Index= Msg Ref= Lane= CL Tier= Carr.Pos=1 Process Order= Move Stage=Carry Underway Move Stage= Fetch= Carry Strt=SA0021 CHE-Put=
2024-05-25 00:21:42,968 INFO  | < > |  (Skipped 1: DB UPDATE for work.instructions origin=handleWorkExecu user=Server object=WI=YARD/CAIU3255650/CIC>4E187D3 Shift Target= Shift Index= Msg Ref= Lane= CL Tier= Carr.Pos=1 Process Order= Move Stage=Planned Move Stage= Fetch= Carry Strt= Dispa)
2024-05-25 00:21:42,969 INFO  | < > | DB UPDATE for work.instructions origin=WrkAsMan::_broa user=Server object=WI=YARD/CAIU3255650/CIC>4E187D3 Order Status=UNKNOWN Order Progress= Order Info= Order ID= CHE-Dsptch= CHE-Dsptch= sq=2
2024-05-25 00:21:42,968 INFO  | < > | DB UPDATE for work.instructions origin=handleWorkExecu user=Server object=WI=YARD/CAIU3255650/CIC>4E187D3 Shift Target= Shift Index= Msg Ref= Lane= CL Tier= Carr.Pos=1 Process Order= Move Stage=Planned/Carry Underway Move Stage= Fetch= Carry Strt=SA0020
2024-05-25 00:21:43,603 INFO  | < > | Sending response:
2024-05-25 00:21:43,603 INFO  | < > | { "XDResponse" ["csBinSlot"="CIC"] ["csSlotScore"="0"] ["csAR"="0"] ["csTwinBinSlot"="???"] ["DeckingResult"=true] ["result"=0] }
2024-05-25 00:21:43,603 INFO  | < > | Bento request received:
2024-05-25 00:21:43,618 INFO  | < > | DB UPDATE for work.instructions origin=handleWorkExecu user=Server object=WI=YARD/FFAU2194398/6G66A2>CIC Shift Target= Shift Index= Msg Ref= Lane= CL Tier= Carr.Pos=0 Process Order= Move Stage=Planned Move Stage= Fetch= Carry Strt= Dispatch=FR2340 sq=7
2024-05-25 00:21:43,603 INFO  | < > | =>doYardControlDeckOnDispatch computed task: JobRefineNone in Imminent timeframe.
2024-05-25 00:21:43,628 INFO  | < > | DB UPDATE for work.instructions origin=handleWorkExecu user=Server object=WI=YARD/FFAU2194398/6G66A2>CIC Shift Target= Shift Index= Msg Ref= Lane= CL Tier= Carr.Pos=0 Process Order= Move Stage=Planned Move Stage= Fetch= Carry Strt= Dispatch=SA0021 sq=7
2024-05-25 00:21:43,603 INFO  | < > | External XD Request: duration 0 milliseconds
2024-05-25 00:21:43,603 INFO  | < > | { "YardControlRequest" ["requestID"="4"] ["cheID"="286"] ["timeFrame"="UNKNOWN"] ["deckAsTwin"="false"] ["updatePlan"="true"] ["requestName"="DeckOnDispatch"] ["locale"="en_US"] { "container" ["cntrID"="FFAU2194398"] } }
2024-05-25 00:21:45,535 INFO  | < > | DB UPDATE for work.instructions origin=moveDistCalc user=Dispatcher object=WI=YARD/CAIU3255650/CIC>4E187D3 Unladen (m)=0 Unladen Carry (m)=-1 Dstnce= 677M sq=2
2024-05-25 00:21:51,725 INFO  | < > | Received ECN4 Web Service address update 192.168.109.7:8280.
2024-05-25 00:21:54,857 INFO  | < > | DB UPDATE for work.instructions origin=handleWorkExecu user=Server object=WI=DSCH/TTNU2431556/110282>5A157E5 Shift Target= Shift Index= Msg Ref= Lane= CL Tier= Carr.Pos=1 Process Order= Move Stage=Carry Underway Move Stage= Fetch=SA0021 Carry Strt=SA0021
2024-05-25 00:21:54,766 INFO  | <  3> |  (Skipped 1: Received ECN4 Web Service address update 192.)
2024-05-25 00:21:54,766 INFO  | < > | DB UPDATE for work.instructions origin=_setWIActualSeq user=Server object=WI=DSCH/TTNU2431556/110282>5A157E5 Actual Sequence=16 sq=4
2024-05-25 00:21:54,796 INFO  | < > | DB UPDATE for work.instructions origin=handleWorkExecu user=Server object=WI=DSCH/TCLU8327385/141082>JA Shift Target= Shift Index= Msg Ref= Lane= CL Tier= Carr.Pos=0 Process Order= Move Stage=Planned Move Stage= Fetch= Carry Strt= Dispatch=SA0008 sq=2
2024-05-25 00:21:54,817 INFO  | < > | DB UPDATE for work.instructions origin=handleWorkExecu user=Server object=WI=DSCH/TTNU2431556/110282>5A157E5 Shift Target= Shift Index= Msg Ref= Lane= CL Tier= Carr.Pos=1 Process Order= Move Stage=Planned Move Stage= Fetch= Carry Strt= Dispatch= CHE-Put=
2024-05-25 00:21:55,366 INFO  | < > | DB UPDATE for work.instructions origin=moveDistCalc user=ADO170 object=WI=DSCH/TTNU2431556/110282>5A157E5 Unladen (m)=0 Unladen Carry (m)=-1 Dstnce= 597M sq=5
2024-05-25 00:21:54,837 INFO  | < > | DB UPDATE for work.instructions origin=handleWorkExecu user=Server object=WI=DSCH/TTNU2431556/110282>5A157E5 Shift Target= Shift Index= Msg Ref= Lane= CL Tier= Carr.Pos=1 Process Order= Move Stage=Planned Move Stage= Fetch= Carry Strt= Dispatch=SA0021
2024-05-25 00:21:54,839 INFO  | < > | DB UPDATE for work.instructions origin=handleWorkExecu user=Server object=WI=DSCH/TTNU2431556/110282>5A157E5 Shift Target= Shift Index= Msg Ref= Lane= CL Tier= Carr.Pos=1 Process Order= Move Stage=Planned/Carry Underway Move Stage= Fetch= Carry Strt=
2024-05-25 00:22:01,566 INFO  | < > | Received ECN4 Bento Service address update 10.234.109.25:13102.
2024-05-25 00:22:02,765 INFO  | <  1> |  (Skipped 1: Received ECN4 Bento Service address update 10.23)
2024-05-25 00:22:02,766 INFO  | < > | DB UPDATE for work.instructions origin=clearWARefs user=Server object=WI=DLVR/MEDU1469309/4G229B2>OUT sq=5
2024-05-25 00:22:02,766 INFO  | < > | DB UPDATE for work.instructions origin=clearWARefs user=Server object=WI=YARD/HASU1516071/6D09A3>CIC sq=8
2024-05-25 00:22:02,766 INFO  | < > | DB UPDATE for work.instructions origin=clearTruckWARef user=Server object=WI=YARD/FCIU8015835/6E10B3>CIC sq=6
2024-05-25 00:22:02,766 INFO  | < > | DB UPDATE for work.instructions origin=clearWARefs user=Server object=WI=DSCH/GLDU9610453/310484>6G25G1 sq=7
2024-05-25 00:22:31,445 INFO  | < > | Received ECN4 Bento Service address update 10.234.109.25:13102.
2024-05-25 00:22:40,108 INFO  | <  9> |  (Skipped 1: Received ECN4 Bento Service address update 10.23)
2024-05-25 00:22:40,108 INFO  | < > | EXECUTED  YMF CCO 7K user Decker @IP = 10.234.109.28. 
2024-05-25 00:22:40,207 INFO  | < > | EXECUTED  YMF CCO CIC user Decker @IP = 10.234.109.28. 
2024-05-25 00:22:40,302 INFO  | < > | EXECUTED  YMF CCO CIB user Decker @IP = 10.234.109.28. 
2024-05-25 00:22:43,126 INFO  | < > | DB UPDATE for work.instructions origin=handleWorkExecu user=Server object=WI=YARD/SUDU6902589/4B278C1>CIC Shift Target= Shift Index= Msg Ref= Lane= CL Tier= Carr.Pos=2 Process Order= Move Stage=Carry Underway Move Stage= Fetch= Carry Strt=SA0022 Nom Che=
2024-05-25 00:22:43,055 INFO  | < > | DB UPDATE for work.instructions origin=WrkAsMan::_broa user=Server object=WI=YARD/SUDU6902589/4B278C1>CIC Order Status=UNKNOWN Order Progress= Order Info= Order ID= CHE-Dsptch= CHE-Dsptch= sq=8
2024-05-25 00:22:42,977 INFO  | < > | DB UPDATE for work.instructions origin=handleWorkExecu user=Server object=WI=YARD/SUDU6902589/4B278C1>CIC Shift Target= Shift Index= Msg Ref= Lane= CL Tier= Carr.Pos=2 Process Order= Move Stage=Planned/Carry Underway Move Stage= Fetch= Carry Strt=SA0006
2024-05-25 00:22:43,095 INFO  | < > | DB UPDATE for ec.ches origin=cheGetJobsInAre user=JOO014 object=tChe:RTG21 Jobs Cached=13 sq=8
2024-05-25 00:22:47,536 INFO  | < > | Position change for z: OUT>purgatory
2024-05-25 00:22:51,725 INFO  | < > | Received ECN4 Web Service address update 192.168.109.7:8280.
2024-05-25 00:22:51,725 INFO  | <  4> |  (Skipped 1: Position change for z)
2024-05-25 00:22:54,855 INFO  | < > | DB UPDATE for ec.ches origin=cheGetJobsInAre user=JOO014 object=tChe:RTG31 Jobs Cached=27 sq=4
2024-05-25 00:22:54,855 INFO  | <  3> |  (Skipped 1: Received ECN4 Web Service address update 192.)
2024-05-25 00:22:57,731 INFO  | < > | { "YardControlRequest" ["requestID"="4"] ["cheID"="30"] ["timeFrame"="UNKNOWN"] ["deckAsTwin"="false"] ["updatePlan"="true"] ["requestName"="DeckOnDispatch"] ["locale"="en_US"] { "container" ["cntrID"="MSKU3394475"] } }
2024-05-25 00:22:57,731 INFO  | < > | Bento request received:
2024-05-25 00:22:57,731 INFO  | < > | =>doYardControlDeckOnDispatch computed task: JobRefineNone in Current timeframe.
2024-05-25 00:22:57,731 INFO  | < > | { "XDResponse" ["csBinSlot"="CIC"] ["csSlotScore"="0"] ["csAR"="0"] ["csTwinBinSlot"="???"] ["DeckingResult"=true] ["result"=0] }
2024-05-25 00:22:57,746 INFO  | < > | DB UPDATE for work.instructions origin=handleWorkExecu user=Server object=WI=YARD/MSKU3394475/4B221C4>CIC Shift Target= Shift Index= Msg Ref= Lane= CL Tier= Carr.Pos=1 Process Order= Move Stage=Carry Underway Move Stage= Fetch= Carry Strt=FR2349 Nom Che=
2024-05-25 00:22:57,731 INFO  | < > | Sending response:
2024-05-25 00:22:57,732 INFO  | < > | External XD Request: duration 0 milliseconds
2024-05-25 00:23:01,395 INFO  | < > | Received ECN4 Bento Service address update 10.234.109.25:13102.
2024-05-25 00:23:01,395 INFO  | <  4> |  (Skipped 1: DB UPDATE for work.instructions origin=handleWorkExecu user=Server object=WI=YARD/MSKU3394475/4B221C4>CIC Shift Target= Shift Index= Msg Ref= Lane= CL Tier= Carr.Pos=1 Process Order= Move Stage=Carry Underway Move Stage= Fetch= Carry Strt=)
2024-05-25 00:23:02,029 INFO  | <  1> |  (Skipped 1: Received ECN4 Bento Service add)
2024-05-25 00:23:02,099 INFO  | < > |    4B281A2 is the best slot in the AG, score=-20
2024-05-25 00:23:02,265 INFO  | < > |  (Skipped 1: DB UPDATE for work.instructions origin=handleWorkExecu user=Server object=WI=RDSC/TCLU2302348/FRI000000020.1B2>6I11G4 Shift Target= Shift Index= Msg Ref= Lane= CL Tier= Carr.Pos=3 Process Order= Move Stage=Carry Underway Move Stage= Fetch=)
2024-05-25 00:23:02,094 INFO  | < > | { "YardControlRequest" ["requestID"="3"] ["cheID"="291"] ["timeFrame"="CURRENT"] ["deckAsTwin"="false"] ["updatePlan"="false"] ["requestName"="FindPositionForYardShift"] ["avoidStack"=""] ["locale"="en_GB"] { "container" ["cntrID"="MSKU9777379"] } }
2024-05-25 00:23:02,090 INFO  | < > | DB UPDATE for work.instructions origin=handleWorkExecu user=Server object=WI=YARD/PCIU8797945/4B282C2>CIC Shift Target= Shift Index= Msg Ref= Lane= CL Tier= Carr.Pos=0 Process Order= Move Stage=Planned Move Stage= Fetch= Carry Strt= Dispatch=SA0023 sq=3
2024-05-25 00:23:02,094 INFO  | < > | =>doYardControlExternalFindPositionForYardShiftBento:ContainerID: MSKU9777379 
2024-05-25 00:23:02,029 INFO  | < > | { "YardControlRequest" ["requestID"="4"] ["cheID"="291"] ["timeFrame"="UNKNOWN"] ["deckAsTwin"="false"] ["updatePlan"="true"] ["requestName"="DeckOnDispatch"] ["locale"="en_GB"] { "container" ["cntrID"="PCIU8797945"] } }
2024-05-25 00:23:02,100 INFO  | < > | External XD Request: duration 16 milliseconds
2024-05-25 00:23:02,029 INFO  | < > | Sending response:
2024-05-25 00:23:02,100 INFO  | < > | Sending response:
2024-05-25 00:23:02,137 INFO  | < > | DB UPDATE for work.instructions origin=handleWorkExecu user=Server object=WI=RDSC/TCLU2302348/FRI000000020.1B2>6I11G4 Shift Target= Shift Index= Msg Ref= Lane= CL Tier= Carr.Pos=3 Process Order= Move Stage=Carry Underway Move Stage= Fetch= Complete= sq=4
2024-05-25 00:23:02,029 INFO  | < > | { "XDResponse" ["csBinSlot"="CIC"] ["csSlotScore"="0"] ["csAR"="0"] ["csTwinBinSlot"="???"] ["DeckingResult"=true] ["result"=0] }
2024-05-25 00:23:02,086 INFO  | < > | DB UPDATE for work.instructions origin=handleWorkExecu user=Server object=WI=YARD/PCIU8797945/4B282C2>CIC Shift Target= Shift Index= Msg Ref= Lane= CL Tier= Carr.Pos=0 Process Order= Move Stage=Planned Move Stage= Fetch= Carry Strt= Dispatch= Complete=
2024-05-25 00:23:02,029 INFO  | < > | External XD Request: duration 0 milliseconds
2024-05-25 00:23:02,029 INFO  | < > | Bento request received:
2024-05-25 00:23:02,094 INFO  | < > | Bento request received:
2024-05-25 00:23:02,094 INFO  | < > |  (Skipped 1: DB UPDATE for work.instructions origin=handleWorkExecu user=Server object=WI=YARD/PCIU8797945/4B282C2>CIC Shift Target= Shift Index= Msg Ref= Lane= CL Tier= Carr.Pos=0 Process Order= Move Stage=Planned Move Stage= Fetch= )
2024-05-25 00:23:02,029 INFO  | < > | =>doYardControlDeckOnDispatch computed task: JobRefineNone in Imminent timeframe.
2024-05-25 00:23:02,100 INFO  | < > | { "XDResponse" ["csBinSlot"="4B282A.2"] ["csSlotScore"="-20"] ["csAR"="0"] ["csTwinBinSlot"="???"] ["result"=0] }
2024-05-25 00:23:02,265 INFO  | < > | DB UPDATE for ec.ches origin=cheGetJobsInAre user=JOO014 object=tChe:RTG17 Jobs Cached=14 sq=9
2024-05-25 00:23:05,955 INFO  | < > | DB UPDATE for work.instructions origin=moveDistCalc user=DEK003 object=WI=YARD/PCIU8797945/4B282C2>CIC Unladen (m)=12 Unladen Carry (m)=12 Dstnce= 499M sq=3
2024-05-25 00:23:21,867 INFO  | < > | DB UPDATE for work.instructions origin=handleWorkExecu user=Server object=WI=RDSC/TCLU2302348/FRI000000020.1B2>6I11G4 Shift Target= Shift Index= Msg Ref= Lane= CL Tier= Carr.Pos=3 Process Order= Move Stage=Carry Underway Move Stage= Fetch= Complete= sq=4
2024-05-25 00:23:21,855 INFO  | < > | DB UPDATE for work.instructions origin=WrkAsMan::_broa user=Server object=WI=RDSC/TCLU2302348/FRI000000020.1B2>6I11G4 Order Status=UNKNOWN Order Progress= Order Info= Order ID= CHE-Dsptch= CHE-Dsptch= sq=4
2024-05-25 00:23:21,975 INFO  | < > | DB UPDATE for ec.ches origin=cheGetJobsInAre user=JOO014 object=tChe:RTG17 Jobs Cached=15 sq=9
2024-05-25 00:23:31,395 INFO  | <  3> |  (Skipped 1: DB UPDATE for work.instructions origin=handleWorkExecu user=Server object=WI=RDSC/MRKU7997285/FRI000000029.1B1>6I17C1 Shift Target= Shift Index= Msg Ref= Lane= CL Tier= Carr.Pos=0 Process Order= Move Stage=Planned Move Stage= Fetch= Carry )
2024-05-25 00:23:28,390 INFO  | < > | { "XDResponse" ["csBinSlot"="6I17C.1"] ["csSlotScore"="0"] ["csAR"="0"] ["csTwinBinSlot"="???"] ["result"=0] }
2024-05-25 00:23:31,395 INFO  | < > | Received ECN4 Bento Service address update 10.234.109.25:13102.
2024-05-25 00:23:28,388 INFO  | < > | doCntrPlannerPlanOneMove - updating [-1554188256 WI=RDSC/MRKU7997285/FRI000000029.1B1>6I17C4 Move#=1.00000 Wq=NRC0524-07-DISCH] to [-1554188256 WI=RDSC/MRKU7997285/FRI000000029.1B1>6I17C1 Move#=1.00000 Wq=NRC0524-07-DISCH]. Client
2024-05-25 00:23:28,387 INFO  | < > | tWorkInstruction::changeBin - updating [-1554188256 WI=RDSC/MRKU7997285/FRI000000029.1B1>6I17C4 Move#=1.00000] to [-1554188256 WI=RDSC/MRKU7997285/FRI000000029.1B1>6I17C1 Move#=1.00000]. Client
2024-05-25 00:23:28,390 INFO  | < > | External XD Request: duration 0 milliseconds
2024-05-25 00:23:28,387 INFO  | < > | Bento request received:
2024-05-25 00:23:28,389 INFO  | < > | WI UPDATE for MRKU7997285 origin=XDdropFloating planned=VCA029 seq=4 seqInQ=8 moveStage=Planned truckID=417 cheID=0 object=WI=RDSC/MRKU7997285/FRI000000029.1B1>6I17C1 locked=N modified=Decker Move#=1.00000
2024-05-25 00:23:28,389 INFO  | < > |  (Skipped 1: WI UPDATE for MRKU7997285 origin=XDdropFloating planned=VCA029 seq=4 seqInQ=8 moveStage=Planned truckID=417 cheID=0 object=WI=RDSC/MRKU7997285/FRI000000029.1B1>6I17C1 locked=N modified=Decke)
2024-05-25 00:23:28,387 INFO  | < > | { "YardControlRequest" ["requestID"="5"] ["cheID"="33"] ["timeFrame"="CURRENT"] ["deckAsTwin"="false"] ["updatePlan"="true"] ["requestName"="DropFloatingPosition"] ["locale"="en_US"] { "container" ["cntrID"="MRKU7997285"] } }
2024-05-25 00:23:28,389 INFO  | < > | tWorkInstruction::changeBin - updating [-1739866592 WI=RDSC/MSKU7589840/FRI000000029.1B2>6I17C1 Move#=1.00000] to [-1739866592 WI=RDSC/MSKU7589840/FRI000000029.1B2>6I17C4 Move#=1.00000]. Client
2024-05-25 00:23:28,389 INFO  | < > | WI UPDATE for MSKU7589840 origin=XDdropFloating planned=VCA029 seq=7 seqInQ=7 moveStage=Carry Underway truckID=535 cheID=287 object=WI=RDSC/MSKU7589840/FRI000000029.1B2>6I17C4 locked=N modified=Server Move#=1.00000
2024-05-25 00:23:28,436 INFO  | < > | DB UPDATE for work.instructions origin=handleWorkExecu user=Server object=WI=RDSC/MRKU7997285/FRI000000029.1B1>6I17C1 Shift Target= Shift Index= Msg Ref= Lane= CL Tier= Carr.Pos=0 Process Order= Move Stage=Planned Move Stage= Fetch= Carry Strt= Complete=
2024-05-25 00:23:28,390 INFO  | < > | Sending response:
2024-05-25 00:23:33,818 INFO  | < > | DB UPDATE for work.instructions origin=handleWorkExecu user=Server object=WI=RDSC/MRKU7997285/FRI000000029.1B1>6I17C1 Shift Target= Shift Index= Msg Ref= Lane= CL Tier= Carr.Pos=1 Process Order= Move Stage=Planned/Carry Underway Move Stage= Fetch= sq=5
2024-05-25 00:23:33,818 INFO  | <  2> |  (Skipped 1: Received ECN4 Bento Service address update 10.23)
2024-05-25 00:23:33,925 INFO  | < > | DB UPDATE for ec.ches origin=cheGetJobsInAre user=JOO014 object=tChe:RTG17 Jobs Cached=16 sq=9
2024-05-25 00:23:33,847 INFO  | < > | DB UPDATE for work.instructions origin=handleWorkExecu user=Server object=WI=RDSC/MRKU7997285/FRI000000029.1B1>6I17C1 Shift Target= Shift Index= Msg Ref= Lane= CL Tier= Carr.Pos=1 Process Order= Move Stage=Carry Underway Move Stage= Fetch= Complete= sq=5
2024-05-25 00:23:33,835 INFO  | < > | DB UPDATE for work.instructions origin=WrkAsMan::_broa user=Server object=WI=RDSC/MRKU7997285/FRI000000029.1B1>6I17C1 Order Status=UNKNOWN Order Progress= Order Info= Order ID= CHE-Dsptch= CHE-Dsptch= sq=5
2024-05-25 00:23:37,137 INFO  | < > | DB UPDATE for work.instructions origin=handleWorkExecu user=Server object=WI=DLVR/TGBU2554671/3G275D2>TIP Shift Target= Shift Index= Msg Ref= Lane= CL Tier= Carr.Pos=0 Process Order= Move Stage=Planned Move Stage= Fetch= Carry Strt= Dispatch= Complete=
2024-05-25 00:23:36,702 INFO  | < > | Position change for TLLU8291090: 6B66A3>6B66G2
2024-05-25 00:23:37,147 INFO  | < > | DB UPDATE for work.instructions origin=handleWorkExecu user=Server object=WI=DLVR/TGBU2554671/3G275D2>TIP Shift Target= Shift Index= Msg Ref= Lane= CL Tier= Carr.Pos=0 Process Order= Move Stage=Planned Move Stage= Fetch= Carry Strt= Dispatch=SA0023 sq=4
2024-05-25 00:23:36,717 INFO  | < > | DB UPDATE for work.instructions origin=handleWorkExecu user=Server object=WI=DLVR/HPCU4263720/6B66A2>TIP Shift Target= Shift Index= Msg Ref= Lane= CL Tier= Carr.Pos=0 Process Order= Move Stage=Planned Move Stage= Fetch= Carry Strt= Dispatch=SA0018 sq=4
2024-05-25 00:23:37,163 INFO  | < > |  (Skipped 1: DB UPDATE for work.instructions origin=handleWorkExecu user=Server object=WI=DLVR/TGBU2554671/3G275D2>TIP Shift Target= Shift Index= Msg Ref= Lane= CL Tier= Carr.Pos=0 Process Order= Move Stage=Planned Move Stage= Fetch= )
2024-05-25 00:23:37,163 INFO  | < > | =>doYardControlExternalFindPositionForYardShiftBento:ContainerID: GLDU5593682 
2024-05-25 00:23:37,163 INFO  | < > | { "YardControlRequest" ["requestID"="3"] ["cheID"="542"] ["timeFrame"="CURRENT"] ["deckAsTwin"="false"] ["updatePlan"="false"] ["requestName"="FindPositionForYardShift"] ["avoidStack"=""] ["locale"="en_US"] { "container" ["cntrID"="GLDU5593682"] } }
2024-05-25 00:23:37,163 INFO  | < > | Bento request received:
2024-05-25 00:23:37,168 INFO  | < > | External XD Request: duration 16 milliseconds
2024-05-25 00:23:37,167 INFO  | < > |    3G275E2 is the best slot in the AG, score=-30
2024-05-25 00:23:37,168 INFO  | < > | Sending response:
2024-05-25 00:23:37,168 INFO  | < > | { "XDResponse" ["csBinSlot"="3G275E.2"] ["csSlotScore"="-30"] ["csAR"="0"] ["csTwinBinSlot"="???"] ["result"=0] }
2024-05-25 00:23:37,975 INFO  | < > | DB UPDATE for ec.ches origin=cheGetJobsInAre user=JOO014 object=tChe:RTG34 Jobs Cached=31 sq=7
2024-05-25 00:23:37,975 INFO  | < > | DB UPDATE for ec.ches origin=cheGetJobsInAre user=JOO014 object=tChe:RTG33 Jobs Cached=0 sq=6
2024-05-25 00:23:38,655 INFO  | < > | DB UPDATE for work.instructions origin=moveDistCalc user=Dispatcher object=WI=DLVR/TGBU2554671/3G275D2>TIP Unladen (m)=55 Unladen Carry (m)=55 Dstnce=  58M sq=4
2024-05-25 00:23:41,126 INFO  | < > | EXECUTED  YMF CCO 7K user Decker @IP = 10.234.109.28. 
2024-05-25 00:23:41,364 INFO  | < > | EXECUTED  YMF CCO CIB user Decker @IP = 10.234.109.28. 
2024-05-25 00:23:41,368 INFO  | < > | DB UPDATE for work.instructions origin=handleWorkExecu user=Server object=WI=YARD/MRSU5079107/5H86C1>CIC Shift Target= Shift Index= Msg Ref= Lane= CL Tier= Carr.Pos=0 Process Order= Move Stage=Planned Move Stage= Fetch= Carry Strt= Dispatch=SA0012 sq=8
2024-05-25 00:23:41,366 INFO  | < > | Position change for SUDU6995909: 5H86C2>5H86A4
